symbol,base,quote,precio,inverso
1000CAT/USDT,1000CAT,USDT,0.0083000000,120.481927710843373494
1000CHEEMS/USDT,1000CHEEMS,USDT,0.0013140000,761.035007610350076104
1000SATS/USDT,1000SATS,USDT,0.0000394900,25322.866548493289440365
1INCH/USDT,1INCH,USDT,0.2571000000,3.889537145079735511
1MBABYDOGE/USDT,1MBABYDOGE,USDT,0.0012943000,772.618403770377810399
A/USDT,A,USDT,0.5129000000,1.949697796841489569
A2Z/USDT,A2Z,USDT,0.0061720000,162.022034996759559300
AAVE/USDT,AAVE,USDT,296.2400000000,0.003375641371860654
ACA/USDT,ACA,USDT,0.0302000000,33.112582781456953642
ACE/USDT,ACE,USDT,0.5580000000,1.792114695340501792
ACH/USDT,ACH,USDT,0.0217800000,45.913682277318640955
ACM/USDT,ACM,USDT,1.1130000000,0.898472596585804133
ACT/USDT,ACT,USDT,0.0405000000,24.691358024691358025
ACX/USDT,ACX,USDT,0.1789000000,5.589714924538848519
ADA/USDT,ADA,USDT,0.9197000000,1.087311079699902142
ADX/USDT,ADX,USDT,0.1457000000,6.863417982155113246
AEUR/USDT,AEUR,USDT,1.1140000000,0.897666068222621185
AEVO/USDT,AEVO,USDT,0.0991000000,10.090817356205852674
AGLD/USDT,AGLD,USDT,0.7160000000,1.396648044692737430
AI/USDT,AI,USDT,0.1255000000,7.968127490039840637
AIXBT/USDT,AIXBT,USDT,0.1166000000,8.576329331046312178
ALCX/USDT,ALCX,USDT,10.6200000000,0.094161958568738230
ALGO/USDT,ALGO,USDT,0.2616000000,3.822629969418960245
ALICE/USDT,ALICE,USDT,0.4001000000,2.499375156210947263
ALPINE/USDT,ALPINE,USDT,2.2130000000,0.451875282422051514
ALT/USDT,ALT,USDT,0.0359100000,27.847396268448900028
AMP/USDT,AMP,USDT,0.0036200000,276.243093922651933702
ANIME/USDT,ANIME,USDT,0.0180900000,55.279159756771697070
ANKR/USDT,ANKR,USDT,0.0160000000,62.500000000000000000
APE/USDT,APE,USDT,0.6217000000,1.608492842206852180
API3/USDT,API3,USDT,0.7740000000,1.291989664082687339
APT/USDT,APT,USDT,4.7070000000,0.212449543233482048
AR/USDT,AR,USDT,7.3100000000,0.136798905608755130
ARB/USDT,ARB,USDT,0.4927000000,2.029632636492794804
ARDR/USDT,ARDR,USDT,0.0958000000,10.438413361169102296
ARK/USDT,ARK,USDT,0.4440000000,2.252252252252252252
ARKM/USDT,ARKM,USDT,0.5550000000,1.801801801801801802
ARPA/USDT,ARPA,USDT,0.0231400000,43.215211754537597234
ASR/USDT,ASR,USDT,4.4610000000,0.224164985429275947
ASTR/USDT,ASTR,USDT,0.0249900000,40.016006402561024410
ATA/USDT,ATA,USDT,0.0503000000,19.880715705765407555
ATM/USDT,ATM,USDT,1.5240000000,0.656167979002624672
ATOM/USDT,ATOM,USDT,4.5550000000,0.219538968166849616
AUCTION/USDT,AUCTION,USDT,10.0900000000,0.099108027750247770
AUDIO/USDT,AUDIO,USDT,0.0643000000,15.552099533437013997
AVA/USDT,AVA,USDT,0.5846000000,1.710571330824495381
AVAX/USDT,AVAX,USDT,24.2200000000,0.041288191577208918
AWE/USDT,AWE,USDT,0.0509100000,19.642506383814574740
AXL/USDT,AXL,USDT,0.3389000000,2.950722927117143700
AXS/USDT,AXS,USDT,2.4060000000,0.415627597672485453
BABY/USDT,BABY,USDT,0.0566500000,17.652250661959399823
BAKE/USDT,BAKE,USDT,0.0864000000,11.574074074074074074
BANANA/USDT,BANANA,USDT,24.4000000000,0.040983606557377049
BANANAS31/USDT,BANANAS31,USDT,0.0068930000,145.074713477440882054
BAND/USDT,BAND,USDT,0.7680000000,1.302083333333333333
BAR/USDT,BAR,USDT,1.3220000000,0.756429652042360061
BAT/USDT,BAT,USDT,0.1676000000,5.966587112171837709
BB/USDT,BB,USDT,0.1200000000,8.333333333333333333
BCH/USDT,BCH,USDT,584.1000000000,0.001712035610340695
BEAMX/USDT,BEAMX,USDT,0.0079400000,125.944584382871536524
BEL/USDT,BEL,USDT,0.2634000000,3.796507213363705391
BERA/USDT,BERA,USDT,2.3110000000,0.432713111207269580
BFUSD/USDT,BFUSD,USDT,0.9994000000,1.000600360216129678
BICO/USDT,BICO,USDT,0.1090000000,9.174311926605504587
BIFI/USDT,BIFI,USDT,196.6000000000,0.005086469989827060
BIGTIME/USDT,BIGTIME,USDT,0.0576100000,17.358097552508245096
BIO/USDT,BIO,USDT,0.1021000000,9.794319294809010774
BLUR/USDT,BLUR,USDT,0.0822000000,12.165450121654501217
BMT/USDT,BMT,USDT,0.0771000000,12.970168612191958495
BNB/USDT,BNB,USDT,835.4100000000,0.001197017033552387
BNSOL/USDT,BNSOL,USDT,201.9000000000,0.004952947003467063
BNT/USDT,BNT,USDT,0.7857000000,1.272750413643884434
BOME/USDT,BOME,USDT,0.0018550000,539.083557951482479784
BONK/USDT,BONK,USDT,0.0000242500,41237.113402061855670103
BROCCOLI714/USDT,BROCCOLI714,USDT,0.0256800000,38.940809968847352025
BTC/USDT,BTC,USDT,117710.6200000000,0.000008495410184739
BTTC/USDT,BTTC,USDT,0.0000006800,1470588.235294117647058824
C/USDT,C,USDT,0.2280000000,4.385964912280701754
C98/USDT,C98,USDT,0.0542000000,18.450184501845018450
CAKE/USDT,CAKE,USDT,2.7370000000,0.365363536719035440
CATI/USDT,CATI,USDT,0.0895000000,11.173184357541899441
CELO/USDT,CELO,USDT,0.3386000000,2.953337271116361488
CELR/USDT,CELR,USDT,0.0087800000,113.895216400911161731
CETUS/USDT,CETUS,USDT,0.1050000000,9.523809523809523810
CFX/USDT,CFX,USDT,0.1784000000,5.605381165919282511
CGPT/USDT,CGPT,USDT,0.0955000000,10.471204188481675393
CHESS/USDT,CHESS,USDT,0.0746000000,13.404825737265415550
CHR/USDT,CHR,USDT,0.1074000000,9.310986964618249534
CHZ/USDT,CHZ,USDT,0.0413900000,24.160425223483933317
CITY/USDT,CITY,USDT,1.2070000000,0.828500414250207125
CKB/USDT,CKB,USDT,0.0052010000,192.270717169775043261
COMP/USDT,COMP,USDT,48.1000000000,0.020790020790020790
COOKIE/USDT,COOKIE,USDT,0.1420000000,7.042253521126760563
COS/USDT,COS,USDT,0.0034380000,290.866783013379872019
COTI/USDT,COTI,USDT,0.0549100000,18.211619012930249499
COW/USDT,COW,USDT,0.3838000000,2.605523710265763418
CRV/USDT,CRV,USDT,0.8688000000,1.151012891344383057
CTK/USDT,CTK,USDT,0.3518000000,2.842524161455372371
CTSI/USDT,CTSI,USDT,0.1085000000,9.216589861751152074
CVC/USDT,CVC,USDT,0.0979000000,10.214504596527068437
CVX/USDT,CVX,USDT,4.1820000000,0.239120038259206121
CYBER/USDT,CYBER,USDT,2.3920000000,0.418060200668896321
D/USDT,D,USDT,0.0355100000,28.161081385525204168
DASH/USDT,DASH,USDT,23.3500000000,0.042826552462526767
DATA/USDT,DATA,USDT,0.0166300000,60.132291040288634997
DCR/USDT,DCR,USDT,17.5600000000,0.056947608200455581
DEGO/USDT,DEGO,USDT,1.2720000000,0.786163522012578616
DENT/USDT,DENT,USDT,0.0008120000,1231.527093596059113300
DEXE/USDT,DEXE,USDT,7.4020000000,0.135098621994055661
DF/USDT,DF,USDT,0.0303700000,32.927230819888047415
DGB/USDT,DGB,USDT,0.0093900000,106.496272630457933972
DIA/USDT,DIA,USDT,0.7541000000,1.326084073730274499
DODO/USDT,DODO,USDT,0.0454000000,22.026431718061674009
DOGE/USDT,DOGE,USDT,0.2296500000,4.354452427607228391
DOGS/USDT,DOGS,USDT,0.0001380000,7246.376811594202898551
DOT/USDT,DOT,USDT,3.9540000000,0.252908447142134547
DUSK/USDT,DUSK,USDT,0.0686000000,14.577259475218658892
DYDX/USDT,DYDX,USDT,0.6637000000,1.506704836522525237
DYM/USDT,DYM,USDT,0.2540000000,3.937007874015748031
EDU/USDT,EDU,USDT,0.1381000000,7.241129616220130340
EGLD/USDT,EGLD,USDT,15.3200000000,0.065274151436031332
EIGEN/USDT,EIGEN,USDT,1.3620000000,0.734214390602055800
ENA/USDT,ENA,USDT,0.7250000000,1.379310344827586207
ENJ/USDT,ENJ,USDT,0.0697000000,14.347202295552367288
ENS/USDT,ENS,USDT,26.3900000000,0.037893141341417203
EPIC/USDT,EPIC,USDT,2.5860000000,0.386697602474864656
ERA/USDT,ERA,USDT,0.9522000000,1.050199537912203319
ETC/USDT,ETC,USDT,22.2900000000,0.044863167339614177
ETH/USDT,ETH,USDT,4426.4300000000,0.000225915692781768
ETHFI/USDT,ETHFI,USDT,1.1700000000,0.854700854700854701
EURI/USDT,EURI,USDT,1.1674000000,0.856604420078807607
FARM/USDT,FARM,USDT,30.4700000000,0.032819166393173613
FDUSD/USDT,FDUSD,USDT,0.9978000000,1.002204850671477250
FET/USDT,FET,USDT,0.7040000000,1.420454545454545455
FIDA/USDT,FIDA,USDT,0.0996000000,10.040160642570281124
FIL/USDT,FIL,USDT,2.5150000000,0.397614314115308151
FIO/USDT,FIO,USDT,0.0180200000,55.493895671476137625
FIS/USDT,FIS,USDT,0.1246000000,8.025682182985553772
FLM/USDT,FLM,USDT,0.0305000000,32.786885245901639344
FLOKI/USDT,FLOKI,USDT,0.0001065500,9385.265133740028155795
FLOW/USDT,FLOW,USDT,0.3930000000,2.544529262086513995
FLUX/USDT,FLUX,USDT,0.2175000000,4.597701149425287356
FORM/USDT,FORM,USDT,3.7593000000,0.266006969382597824
FORTH/USDT,FORTH,USDT,2.9340000000,0.340831629175187457
FTT/USDT,FTT,USDT,0.9240000000,1.082251082251082251
FUN/USDT,FUN,USDT,0.0094090000,106.281220108406844511
FXS/USDT,FXS,USDT,2.7850000000,0.359066427289048474
G/USDT,G,USDT,0.0122400000,81.699346405228758170
GALA/USDT,GALA,USDT,0.0172800000,57.870370370370370370
GAS/USDT,GAS,USDT,3.3990000000,0.294204177699323330
GHST/USDT,GHST,USDT,0.4950000000,2.020202020202020202
GLM/USDT,GLM,USDT,0.2581000000,3.874467260751646649
GLMR/USDT,GLMR,USDT,0.0779000000,12.836970474967907574
GMT/USDT,GMT,USDT,0.0440000000,22.727272727272727273
GMX/USDT,GMX,USDT,15.3100000000,0.065316786414108426
GNO/USDT,GNO,USDT,138.7200000000,0.007208765859284890
GNS/USDT,GNS,USDT,2.0750000000,0.481927710843373494
GPS/USDT,GPS,USDT,0.0144000000,69.444444444444444444
GRT/USDT,GRT,USDT,0.0946000000,10.570824524312896406
GTC/USDT,GTC,USDT,0.3540000000,2.824858757062146893
GUN/USDT,GUN,USDT,0.0277800000,35.997120230381569474
HAEDAL/USDT,HAEDAL,USDT,0.1303000000,7.674597083653108212
HBAR/USDT,HBAR,USDT,0.2513900000,3.977882970683002506
HEI/USDT,HEI,USDT,0.4641000000,2.154708037060978237
HFT/USDT,HFT,USDT,0.0865000000,11.560693641618497110
HIFI/USDT,HIFI,USDT,0.0913000000,10.952902519167579409
HIGH/USDT,HIGH,USDT,0.5800000000,1.724137931034482759
HIVE/USDT,HIVE,USDT,0.2192000000,4.562043795620437956
HMSTR/USDT,HMSTR,USDT,0.0007410000,1349.527665317139001350
HOME/USDT,HOME,USDT,0.0461600000,21.663778162911611785
HOOK/USDT,HOOK,USDT,0.1117000000,8.952551477170993733
HOT/USDT,HOT,USDT,0.0009800000,1020.408163265306122449
HUMA/USDT,HUMA,USDT,0.0353200000,28.312570781426953567
HYPER/USDT,HYPER,USDT,0.3600000000,2.777777777777777778
ICP/USDT,ICP,USDT,5.4330000000,0.184060371801951040
ICX/USDT,ICX,USDT,0.1348000000,7.418397626112759644
ID/USDT,ID,USDT,0.1659000000,6.027727546714888487
IDEX/USDT,IDEX,USDT,0.0266800000,37.481259370314842579
ILV/USDT,ILV,USDT,16.8500000000,0.059347181008902077
IMX/USDT,IMX,USDT,0.5820000000,1.718213058419243986
INIT/USDT,INIT,USDT,0.4035000000,2.478314745972738538
INJ/USDT,INJ,USDT,14.6900000000,0.068073519400953029
IO/USDT,IO,USDT,0.6260000000,1.597444089456869010
IOST/USDT,IOST,USDT,0.0036120000,276.854928017718715393
IOTA/USDT,IOTA,USDT,0.2099000000,4.764173415912339209
IOTX/USDT,IOTX,USDT,0.0291100000,34.352456200618344212
IQ/USDT,IQ,USDT,0.0035700000,280.112044817927170868
JASMY/USDT,JASMY,USDT,0.0163900000,61.012812690665039658
JOE/USDT,JOE,USDT,0.1610000000,6.211180124223602484
JST/USDT,JST,USDT,0.0332200000,30.102347983142685129
JTO/USDT,JTO,USDT,1.7730000000,0.564015792442188381
JUP/USDT,JUP,USDT,0.5172000000,1.933488012374323279
JUV/USDT,JUV,USDT,1.4520000000,0.688705234159779614
KAIA/USDT,KAIA,USDT,0.1540000000,6.493506493506493506
KAITO/USDT,KAITO,USDT,1.0967000000,0.911826388255676119
KAVA/USDT,KAVA,USDT,0.3818000000,2.619172341540073337
KDA/USDT,KDA,USDT,0.4274000000,2.339728591483387927
KERNEL/USDT,KERNEL,USDT,0.2039000000,4.904364884747425208
KMNO/USDT,KMNO,USDT,0.0605900000,16.504373659019640205
KNC/USDT,KNC,USDT,0.4114000000,2.430724355858045698
KSM/USDT,KSM,USDT,15.1300000000,0.066093853271645737
LA/USDT,LA,USDT,0.3781000000,2.644802962179317641
LAYER/USDT,LAYER,USDT,0.6063000000,1.649348507339600858
LAZIO/USDT,LAZIO,USDT,1.1520000000,0.868055555555555556
LDO/USDT,LDO,USDT,1.4060000000,0.711237553342816501
LINK/USDT,LINK,USDT,22.7200000000,0.044014084507042254
LISTA/USDT,LISTA,USDT,0.2858000000,3.498950314905528341
LPT/USDT,LPT,USDT,6.6990000000,0.149276011344976862
LQTY/USDT,LQTY,USDT,0.9350000000,1.069518716577540107
LRC/USDT,LRC,USDT,0.0959000000,10.427528675703858186
LSK/USDT,LSK,USDT,0.4110000000,2.433090024330900243
LTC/USDT,LTC,USDT,120.1700000000,0.008321544478655238
LUMIA/USDT,LUMIA,USDT,0.3220000000,3.105590062111801242
LUNA/USDT,LUNA,USDT,0.1593000000,6.277463904582548650
LUNC/USDT,LUNC,USDT,0.0000621200,16097.875080489375402447
MAGIC/USDT,MAGIC,USDT,0.2474000000,4.042037186742118027
MANA/USDT,MANA,USDT,0.2961000000,3.377237419790611280
MANTA/USDT,MANTA,USDT,0.2340000000,4.273504273504273504
MASK/USDT,MASK,USDT,1.3040000000,0.766871165644171779
MAV/USDT,MAV,USDT,0.0588600000,16.989466530750934421
MBL/USDT,MBL,USDT,0.0022570000,443.066016836508639787
MBOX/USDT,MBOX,USDT,0.0603000000,16.583747927031509121
MDT/USDT,MDT,USDT,0.0292200000,34.223134839151266256
ME/USDT,ME,USDT,0.7220000000,1.385041551246537396
MEME/USDT,MEME,USDT,0.0019580000,510.725229826353421859
METIS/USDT,METIS,USDT,17.4800000000,0.057208237986270023
MINA/USDT,MINA,USDT,0.1932000000,5.175983436853002070
MKR/USDT,MKR,USDT,1799.3000000000,0.000555771688990163
MLN/USDT,MLN,USDT,9.1500000000,0.109289617486338798
MOVE/USDT,MOVE,USDT,0.1380000000,7.246376811594202899
MOVR/USDT,MOVR,USDT,6.9100000000,0.144717800289435601
MTL/USDT,MTL,USDT,0.7520000000,1.329787234042553191
MUBARAK/USDT,MUBARAK,USDT,0.0339400000,29.463759575721862110
NEAR/USDT,NEAR,USDT,2.7440000000,0.364431486880466472
NEIRO/USDT,NEIRO,USDT,0.0003850500,2597.065316192702246461
NEO/USDT,NEO,USDT,6.3300000000,0.157977883096366509
NEWT/USDT,NEWT,USDT,0.3267000000,3.060912151821242730
NEXO/USDT,NEXO,USDT,1.3480000000,0.741839762611275964
NFP/USDT,NFP,USDT,0.0708000000,14.124293785310734463
NIL/USDT,NIL,USDT,0.2957000000,3.381805884342238755
NKN/USDT,NKN,USDT,0.0290000000,34.482758620689655172
NMR/USDT,NMR,USDT,8.8400000000,0.113122171945701357
NOT/USDT,NOT,USDT,0.0019720000,507.099391480730223124
NTRN/USDT,NTRN,USDT,0.0953000000,10.493179433368310598
NXPC/USDT,NXPC,USDT,0.8712000000,1.147842056932966024
OG/USDT,OG,USDT,15.2570000000,0.065543684865963164
OGN/USDT,OGN,USDT,0.0675000000,14.814814814814814815
OM/USDT,OM,USDT,0.2552000000,3.918495297805642633
OMNI/USDT,OMNI,USDT,4.0300000000,0.248138957816377171
ONDO/USDT,ONDO,USDT,0.9997000000,1.000300090027008102
ONE/USDT,ONE,USDT,0.0111900000,89.365504915102770331
ONG/USDT,ONG,USDT,0.1738000000,5.753739930955120829
ONT/USDT,ONT,USDT,0.1382000000,7.235890014471780029
OP/USDT,OP,USDT,0.7350000000,1.360544217687074830
ORCA/USDT,ORCA,USDT,2.4270000000,0.412031314379892872
ORDI/USDT,ORDI,USDT,9.2650000000,0.107933081489476525
OSMO/USDT,OSMO,USDT,0.1764000000,5.668934240362811791
OXT/USDT,OXT,USDT,0.0595000000,16.806722689075630252
PARTI/USDT,PARTI,USDT,0.1860000000,5.376344086021505376
PAXG/USDT,PAXG,USDT,3327.4200000000,0.000300533145800650
PENDLE/USDT,PENDLE,USDT,5.4280000000,0.184229918938835667
PENGU/USDT,PENGU,USDT,0.0329970000,30.305785374427978301
PEOPLE/USDT,PEOPLE,USDT,0.0192900000,51.840331778123379990
PEPE/USDT,PEPE,USDT,0.0000109900,90991.810737033666969973
PERP/USDT,PERP,USDT,0.2725000000,3.669724770642201835
PHA/USDT,PHA,USDT,0.1085000000,9.216589861751152074
PHB/USDT,PHB,USDT,0.5850000000,1.709401709401709402
PIVX/USDT,PIVX,USDT,0.1484000000,6.738544474393530997
PIXEL/USDT,PIXEL,USDT,0.0351900000,28.417163967036089798
PNUT/USDT,PNUT,USDT,0.2283000000,4.380201489268506351
POL/USDT,POL,USDT,0.2368000000,4.222972972972972973
POLYX/USDT,POLYX,USDT,0.1395000000,7.168458781362007168
POND/USDT,POND,USDT,0.0081700000,122.399020807833537332
PORTAL/USDT,PORTAL,USDT,0.0458000000,21.834061135371179039
PORTO/USDT,PORTO,USDT,1.3750000000,0.727272727272727273
POWR/USDT,POWR,USDT,0.1713000000,5.837711617046117922
PROM/USDT,PROM,USDT,9.0500000000,0.110497237569060773
PROVE/USDT,PROVE,USDT,1.3499000000,0.740795614489962219
PSG/USDT,PSG,USDT,1.9000000000,0.526315789473684211
PUNDIX/USDT,PUNDIX,USDT,0.3106000000,3.219575016097875080
PYR/USDT,PYR,USDT,1.1190000000,0.893655049151027703
PYTH/USDT,PYTH,USDT,0.1238000000,8.077544426494345719
QI/USDT,QI,USDT,0.0072300000,138.312586445366528354
QKC/USDT,QKC,USDT,0.0074120000,134.916351861845655693
QNT/USDT,QNT,USDT,108.5500000000,0.009212344541685859
QTUM/USDT,QTUM,USDT,2.1540000000,0.464252553389043640
QUICK/USDT,QUICK,USDT,0.0235300000,42.498937526561835954
RAD/USDT,RAD,USDT,0.6430000000,1.555209953343701400
RARE/USDT,RARE,USDT,0.0559000000,17.889087656529516995
RAY/USDT,RAY,USDT,3.6090000000,0.277085065114990302
RDNT/USDT,RDNT,USDT,0.0226800000,44.091710758377425044
RED/USDT,RED,USDT,0.3795000000,2.635046113306982872
REI/USDT,REI,USDT,0.0184700000,54.141851651326475365
RENDER/USDT,RENDER,USDT,3.9310000000,0.254388196387687611
REQ/USDT,REQ,USDT,0.1523000000,6.565988181221273802
RESOLV/USDT,RESOLV,USDT,0.1655000000,6.042296072507552870
REZ/USDT,REZ,USDT,0.0135500000,73.800738007380073801
RIF/USDT,RIF,USDT,0.0570000000,17.543859649122807018
RLC/USDT,RLC,USDT,1.0040000000,0.996015936254980080
RONIN/USDT,RONIN,USDT,0.5560000000,1.798561151079136691
ROSE/USDT,ROSE,USDT,0.0287400000,34.794711203897007655
RPL/USDT,RPL,USDT,7.7000000000,0.129870129870129870
RSR/USDT,RSR,USDT,0.0092720000,107.851596203623813632
RUNE/USDT,RUNE,USDT,1.3660000000,0.732064421669106881
RVN/USDT,RVN,USDT,0.0140100000,71.377587437544610992
S/USDT,S,USDT,0.3052000000,3.276539973787680210
SAGA/USDT,SAGA,USDT,0.2644000000,3.782148260211800303
SAHARA/USDT,SAHARA,USDT,0.0932600000,10.722710701265279863
SAND/USDT,SAND,USDT,0.2966000000,3.371544167228590695
SANTOS/USDT,SANTOS,USDT,2.6460000000,0.377928949357520786
SC/USDT,SC,USDT,0.0031680000,315.656565656565656566
SCR/USDT,SCR,USDT,0.3850000000,2.597402597402597403
SCRT/USDT,SCRT,USDT,0.1896000000,5.274261603375527426
SEI/USDT,SEI,USDT,0.3240000000,3.086419753086419753
SFP/USDT,SFP,USDT,0.4845000000,2.063983488132094943
SHELL/USDT,SHELL,USDT,0.1367000000,7.315288953913679590
SHIB/USDT,SHIB,USDT,0.0000129700,77101.002313030069390902
SIGN/USDT,SIGN,USDT,0.0700400000,14.277555682467161622
SKL/USDT,SKL,USDT,0.0349100000,28.645087367516470925
SLF/USDT,SLF,USDT,0.0625000000,16.000000000000000000
SLP/USDT,SLP,USDT,0.0018380000,544.069640914036996736
SNX/USDT,SNX,USDT,0.7160000000,1.396648044692737430
SOL/USDT,SOL,USDT,189.0000000000,0.005291005291005291
SOLV/USDT,SOLV,USDT,0.0433400000,23.073373327180433779
SOPH/USDT,SOPH,USDT,0.0365800000,27.337342810278840897
SPELL/USDT,SPELL,USDT,0.0005039000,1984.520738241714625918
SPK/USDT,SPK,USDT,0.0840070000,11.903769923934910186
SSV/USDT,SSV,USDT,9.0500000000,0.110497237569060773
STEEM/USDT,STEEM,USDT,0.1379000000,7.251631617113850616
STG/USDT,STG,USDT,0.1739000000,5.750431282346175963
STO/USDT,STO,USDT,0.0940000000,10.638297872340425532
STORJ/USDT,STORJ,USDT,0.2704000000,3.698224852071005917
STRAX/USDT,STRAX,USDT,0.0478600000,20.894274968658587547
STRK/USDT,STRK,USDT,0.1377000000,7.262164124909222948
STX/USDT,STX,USDT,0.7190000000,1.390820584144645341
SUI/USDT,SUI,USDT,3.7649000000,0.265611304417115992
SUN/USDT,SUN,USDT,0.0236300000,42.319085907744392721
SUPER/USDT,SUPER,USDT,0.7126000000,1.403311815885489756
SUSHI/USDT,SUSHI,USDT,0.8330000000,1.200480192076830732
SXP/USDT,SXP,USDT,0.1850000000,5.405405405405405405
SXT/USDT,SXT,USDT,0.0835000000,11.976047904191616766
SYN/USDT,SYN,USDT,0.1387000000,7.209805335255948089
SYRUP/USDT,SYRUP,USDT,0.4394000000,2.275830678197542103
SYS/USDT,SYS,USDT,0.0434600000,23.009664058904739991
T/USDT,T,USDT,0.0170000000,58.823529411764705882
TAO/USDT,TAO,USDT,372.6000000000,0.002683843263553408
TFUEL/USDT,TFUEL,USDT,0.0371600000,26.910656620021528525
THE/USDT,THE,USDT,0.4679000000,2.137208805300277837
THETA/USDT,THETA,USDT,0.8550000000,1.169590643274853801
TIA/USDT,TIA,USDT,1.8220000000,0.548847420417124040
TKO/USDT,TKO,USDT,0.1830000000,5.464480874316939891
TLM/USDT,TLM,USDT,0.0050000000,200.000000000000000000
TNSR/USDT,TNSR,USDT,0.1300000000,7.692307692307692308
TON/USDT,TON,USDT,3.4530000000,0.289603243556327831
TOWNS/USDT,TOWNS,USDT,0.0306500000,32.626427406199021207
TRB/USDT,TRB,USDT,37.1800000000,0.026896180742334588
TREE/USDT,TREE,USDT,0.3664000000,2.729257641921397380
TRU/USDT,TRU,USDT,0.0335000000,29.850746268656716418
TRUMP/USDT,TRUMP,USDT,9.1200000000,0.109649122807017544
TRX/USDT,TRX,USDT,0.3484000000,2.870264064293915040
TST/USDT,TST,USDT,0.0308300000,32.435939020434641583
TURBO/USDT,TURBO,USDT,0.0044170000,226.398007697532261716
TUSD/USDT,TUSD,USDT,0.9975000000,1.002506265664160401
TUT/USDT,TUT,USDT,0.0599700000,16.675004168751042188
TWT/USDT,TWT,USDT,0.7915000000,1.263423878711307644
UMA/USDT,UMA,USDT,1.3040000000,0.766871165644171779
UNI/USDT,UNI,USDT,11.0020000000,0.090892564988183967
USD1/USDT,USD1,USDT,0.9992000000,1.000800640512409928
USDC/USDT,USDC,USDT,0.9993000000,1.000700490343240268
USDP/USDT,USDP,USDT,0.9994000000,1.000600360216129678
USTC/USDT,USTC,USDT,0.0138100000,72.411296162201303403
USUAL/USDT,USUAL,USDT,0.0707000000,14.144271570014144272
UTK/USDT,UTK,USDT,0.0307000000,32.573289902280130293
VANA/USDT,VANA,USDT,4.3300000000,0.230946882217090069
VANRY/USDT,VANRY,USDT,0.0319000000,31.347962382445141066
VELODROME/USDT,VELODROME,USDT,0.0564000000,17.730496453900709220
VET/USDT,VET,USDT,0.0247400000,40.420371867421180275
VIC/USDT,VIC,USDT,0.2456000000,4.071661237785016287
VIRTUAL/USDT,VIRTUAL,USDT,1.1990000000,0.834028356964136781
VOXEL/USDT,VOXEL,USDT,0.0573000000,17.452006980802792321
VTHO/USDT,VTHO,USDT,0.0019350000,516.795865633074935401
W/USDT,W,USDT,0.0818000000,12.224938875305623472
WAN/USDT,WAN,USDT,0.1156000000,8.650519031141868512
WAXP/USDT,WAXP,USDT,0.0211100000,47.370914258645191852
WBETH/USDT,WBETH,USDT,4762.3800000000,0.000209979044091400
WBTC/USDT,WBTC,USDT,117715.4600000000,0.000008495060886650
WCT/USDT,WCT,USDT,0.3263000000,3.064664419246092553
WIF/USDT,WIF,USDT,0.8820000000,1.133786848072562358
WIN/USDT,WIN,USDT,0.0000631900,15825.288811520810254787
WLD/USDT,WLD,USDT,0.9960000000,1.004016064257028112
WOO/USDT,WOO,USDT,0.0793000000,12.610340479192938209
XAI/USDT,XAI,USDT,0.0510000000,19.607843137254901961
XEC/USDT,XEC,USDT,0.0000209400,47755.491881566380133715
XLM/USDT,XLM,USDT,0.4286000000,2.333177788147456836
XNO/USDT,XNO,USDT,0.9750000000,1.025641025641025641
XRP/USDT,XRP,USDT,3.1065000000,0.321905681635280863
XTZ/USDT,XTZ,USDT,0.8476000000,1.179801793298725814
XUSD/USDT,XUSD,USDT,0.9994000000,1.000600360216129678
XVG/USDT,XVG,USDT,0.0066740000,149.835181300569373689
XVS/USDT,XVS,USDT,6.2800000000,0.159235668789808917
YFI/USDT,YFI,USDT,5629.0000000000,0.000177651447859300
YGG/USDT,YGG,USDT,0.1622000000,6.165228113440197287
ZEC/USDT,ZEC,USDT,37.1400000000,0.026925148088314486
ZEN/USDT,ZEN,USDT,7.9700000000,0.125470514429109159
ZIL/USDT,ZIL,USDT,0.0115400000,86.655112651646447140
ZK/USDT,ZK,USDT,0.0640100000,15.622558975160131229
ZRO/USDT,ZRO,USDT,2.1060000000,0.474833808167141500
ZRX/USDT,ZRX,USDT,0.2542000000,3.933910306845003934
