symbol_id,symbol,base,quote,type,spot,active,taker,maker,info_status,info_isSpotTradingAllowed,precision_amount,precision_price
binance:OGN/BTC,OGN/BTC,OGN,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:OGN/USDT,OGN/USDT,OGN,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:OM/BTC,OM/BTC,OM,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:OM/USDC,OM/USDC,OM,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:OM/USDT,OM/USDT,OM,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:OMNI/BTC,OMNI/BTC,OMNI,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0000001
binance:OMNI/FDUSD,OMNI/FDUSD,OMNI,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:OMNI/USDC,OMNI/USDC,OMNI,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:OMNI/USDT,OMNI/USDT,OMNI,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:ONDO/USDC,ONDO/USDC,ONDO,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:ONDO/USDT,ONDO/USDT,ONDO,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:ONE/USDT,ONE/USDT,ONE,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:ONG/BTC,ONG/BTC,ONG,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:ONG/USDT,ONG/USDT,ONG,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:ONT/BTC,ONT/BTC,ONT,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:ONT/USDC,ONT/USDC,ONT,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:ONT/USDT,ONT/USDT,ONT,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:OP/BTC,OP/BTC,OP,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:OP/ETH,OP/ETH,OP,ETH,spot,1,1,0.001,0.001,TRADING,1,0.01,0.000001
binance:OP/FDUSD,OP/FDUSD,OP,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:OP/USDC,OP/USDC,OP,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:OP/USDT,OP/USDT,OP,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:ORCA/USDC,ORCA/USDC,ORCA,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:ORCA/USDT,ORCA/USDT,ORCA,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:ORDI/BTC,ORDI/BTC,ORDI,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:ORDI/FDUSD,ORDI/FDUSD,ORDI,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:ORDI/USDC,ORDI/USDC,ORDI,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:ORDI/USDT,ORDI/USDT,ORDI,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:OSMO/USDC,OSMO/USDC,OSMO,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:OSMO/USDT,OSMO/USDT,OSMO,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:OXT/BTC,OXT/BTC,OXT,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:OXT/USDT,OXT/USDT,OXT,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:PARTI/BNB,PARTI/BNB,PARTI,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:PARTI/FDUSD,PARTI/FDUSD,PARTI,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PARTI/USDC,PARTI/USDC,PARTI,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PARTI/USDT,PARTI/USDT,PARTI,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PAXG/BTC,PAXG/BTC,PAXG,BTC,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.00001
binance:PAXG/USDC,PAXG/USDC,PAXG,USDC,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.01
binance:PAXG/USDT,PAXG/USDT,PAXG,USDT,spot,1,1,0.001,0.001,TRADING,1,0.0001,0.01
binance:PENDLE/BTC,PENDLE/BTC,PENDLE,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:PENDLE/FDUSD,PENDLE/FDUSD,PENDLE,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:PENDLE/USDC,PENDLE/USDC,PENDLE,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:PENDLE/USDT,PENDLE/USDT,PENDLE,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:PENGU/FDUSD,PENGU/FDUSD,PENGU,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:PENGU/USDC,PENGU/USDC,PENGU,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:PENGU/USDT,PENGU/USDT,PENGU,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:PEOPLE/BTC,PEOPLE/BTC,PEOPLE,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:PEOPLE/FDUSD,PEOPLE/FDUSD,PEOPLE,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:PEOPLE/USDC,PEOPLE/USDC,PEOPLE,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:PEOPLE/USDT,PEOPLE/USDT,PEOPLE,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:PEPE/FDUSD,PEPE/FDUSD,PEPE,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:PEPE/USDC,PEPE/USDC,PEPE,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:PEPE/USDT,PEPE/USDT,PEPE,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:PERP/USDT,PERP/USDT,PERP,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.0001
binance:PHA/BTC,PHA/BTC,PHA,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:PHA/USDC,PHA/USDC,PHA,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:PHA/USDT,PHA/USDT,PHA,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:PHB/BTC,PHB/BTC,PHB,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:PHB/USDT,PHB/USDT,PHB,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:PIVX/BTC,PIVX/BTC,PIVX,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:PIVX/USDT,PIVX/USDT,PIVX,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:PIXEL/USDC,PIXEL/USDC,PIXEL,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:PIXEL/USDT,PIXEL/USDT,PIXEL,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:PNUT/BTC,PNUT/BTC,PNUT,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:PNUT/FDUSD,PNUT/FDUSD,PNUT,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PNUT/USDC,PNUT/USDC,PNUT,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PNUT/USDT,PNUT/USDT,PNUT,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:POL/BNB,POL/BNB,POL,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:POL/BTC,POL/BTC,POL,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:POL/ETH,POL/ETH,POL,ETH,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:POL/FDUSD,POL/FDUSD,POL,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:POL/USDC,POL/USDC,POL,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:POL/USDT,POL/USDT,POL,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:POLYX/BTC,POLYX/BTC,POLYX,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:POLYX/USDT,POLYX/USDT,POLYX,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:POND/USDT,POND/USDT,POND,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:PORTAL/BNB,PORTAL/BNB,PORTAL,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:PORTAL/BTC,PORTAL/BTC,PORTAL,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:PORTAL/FDUSD,PORTAL/FDUSD,PORTAL,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PORTAL/USDT,PORTAL/USDT,PORTAL,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PORTO/USDT,PORTO/USDT,PORTO,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:POWR/BTC,POWR/BTC,POWR,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:POWR/ETH,POWR/ETH,POWR,ETH,spot,1,1,0.001,0.001,TRADING,1,1,0.0000001
binance:POWR/USDT,POWR/USDT,POWR,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:PROM/USDT,PROM/USDT,PROM,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:PROVE/BNB,PROVE/BNB,PROVE,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:PROVE/FDUSD,PROVE/FDUSD,PROVE,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PROVE/USDC,PROVE/USDC,PROVE,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PROVE/USDT,PROVE/USDT,PROVE,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PSG/USDT,PSG/USDT,PSG,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:PUNDIX/USDC,PUNDIX/USDC,PUNDIX,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PUNDIX/USDT,PUNDIX/USDT,PUNDIX,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PYR/BTC,PYR/BTC,PYR,BTC,spot,1,1,0.001,0.001,TRADING,1,0.001,0.00000001
binance:PYR/USDT,PYR/USDT,PYR,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.001
binance:PYTH/BTC,PYTH/BTC,PYTH,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:PYTH/FDUSD,PYTH/FDUSD,PYTH,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PYTH/USDC,PYTH/USDC,PYTH,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:PYTH/USDT,PYTH/USDT,PYTH,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:QI/USDT,QI/USDT,QI,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:QKC/USDT,QKC/USDT,QKC,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:QNT/BTC,QNT/BTC,QNT,BTC,spot,1,1,0.001,0.001,TRADING,1,0.001,0.0000001
binance:QNT/USDC,QNT/USDC,QNT,USDC,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:QNT/USDT,QNT/USDT,QNT,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:QTUM/BTC,QTUM/BTC,QTUM,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:QTUM/ETH,QTUM/ETH,QTUM,ETH,spot,1,1,0.001,0.001,TRADING,1,0.1,0.000001
binance:QTUM/USDT,QTUM/USDT,QTUM,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:QUICK/USDT,QUICK/USDT,QUICK,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:RAD/USDT,RAD/USDT,RAD,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:RARE/BTC,RARE/BTC,RARE,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:RARE/USDC,RARE/USDC,RARE,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:RARE/USDT,RARE/USDT,RARE,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:RAY/FDUSD,RAY/FDUSD,RAY,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:RAY/USDC,RAY/USDC,RAY,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:RAY/USDT,RAY/USDT,RAY,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:RDNT/USDT,RDNT/USDT,RDNT,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:RED/BTC,RED/BTC,RED,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:RED/FDUSD,RED/FDUSD,RED,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:RED/USDC,RED/USDC,RED,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:RED/USDT,RED/USDT,RED,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:REI/USDT,REI/USDT,REI,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:RENDER/BTC,RENDER/BTC,RENDER,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:RENDER/FDUSD,RENDER/FDUSD,RENDER,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:RENDER/USDC,RENDER/USDC,RENDER,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:RENDER/USDT,RENDER/USDT,RENDER,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:REQ/BTC,REQ/BTC,REQ,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:REQ/USDT,REQ/USDT,REQ,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:RESOLV/BNB,RESOLV/BNB,RESOLV,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:RESOLV/FDUSD,RESOLV/FDUSD,RESOLV,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:RESOLV/USDC,RESOLV/USDC,RESOLV,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:RESOLV/USDT,RESOLV/USDT,RESOLV,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:REZ/USDC,REZ/USDC,REZ,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:REZ/USDT,REZ/USDT,REZ,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:RIF/BTC,RIF/BTC,RIF,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:RIF/USDT,RIF/USDT,RIF,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:RLC/BTC,RLC/BTC,RLC,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:RLC/ETH,RLC/ETH,RLC,ETH,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:RLC/USDT,RLC/USDT,RLC,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:RONIN/BTC,RONIN/BTC,RONIN,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:RONIN/FDUSD,RONIN/FDUSD,RONIN,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:RONIN/USDT,RONIN/USDT,RONIN,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:ROSE/BTC,ROSE/BTC,ROSE,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:ROSE/USDC,ROSE/USDC,ROSE,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:ROSE/USDT,ROSE/USDT,ROSE,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:RPL/USDC,RPL/USDC,RPL,USDC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:RPL/USDT,RPL/USDT,RPL,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.01
binance:RSR/USDC,RSR/USDC,RSR,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.000001
binance:RSR/USDT,RSR/USDT,RSR,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.000001
binance:RUNE/BTC,RUNE/BTC,RUNE,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:RUNE/ETH,RUNE/ETH,RUNE,ETH,spot,1,1,0.001,0.001,TRADING,1,0.001,0.0000001
binance:RUNE/FDUSD,RUNE/FDUSD,RUNE,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:RUNE/USDC,RUNE/USDC,RUNE,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:RUNE/USDT,RUNE/USDT,RUNE,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:RVN/BTC,RVN/BTC,RVN,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:RVN/USDC,RVN/USDC,RVN,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:RVN/USDT,RVN/USDT,RVN,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00001
binance:S/BNB,S/BNB,S,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.000001
binance:S/BTC,S/BTC,S,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:S/ETH,S/ETH,S,ETH,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:S/FDUSD,S/FDUSD,S,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:S/USDC,S/USDC,S,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:S/USDT,S/USDT,S,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SAGA/BNB,SAGA/BNB,SAGA,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.000001
binance:SAGA/BTC,SAGA/BTC,SAGA,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:SAGA/FDUSD,SAGA/FDUSD,SAGA,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SAGA/USDC,SAGA/USDC,SAGA,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SAGA/USDT,SAGA/USDT,SAGA,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SAHARA/BNB,SAHARA/BNB,SAHARA,BNB,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SAHARA/FDUSD,SAHARA/FDUSD,SAHARA,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:SAHARA/USDC,SAHARA/USDC,SAHARA,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:SAHARA/USDT,SAHARA/USDT,SAHARA,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:SAND/BTC,SAND/BTC,SAND,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SAND/FDUSD,SAND/FDUSD,SAND,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:SAND/USDC,SAND/USDC,SAND,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:SAND/USDT,SAND/USDT,SAND,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:SANTOS/BTC,SANTOS/BTC,SANTOS,BTC,spot,1,1,0.001,0.001,TRADING,1,0.01,0.00000001
binance:SANTOS/USDT,SANTOS/USDT,SANTOS,USDT,spot,1,1,0.001,0.001,TRADING,1,0.01,0.001
binance:SC/ETH,SC/ETH,SC,ETH,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SC/USDT,SC/USDT,SC,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:SCR/BTC,SCR/BTC,SCR,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:SCR/FDUSD,SCR/FDUSD,SCR,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:SCR/USDT,SCR/USDT,SCR,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:SCRT/BTC,SCRT/BTC,SCRT,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:SCRT/USDT,SCRT/USDT,SCRT,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SEI/BNB,SEI/BNB,SEI,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:SEI/BTC,SEI/BTC,SEI,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:SEI/FDUSD,SEI/FDUSD,SEI,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SEI/USDC,SEI/USDC,SEI,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SEI/USDT,SEI/USDT,SEI,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SFP/BTC,SFP/BTC,SFP,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SFP/USDT,SFP/USDT,SFP,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.0001
binance:SHELL/BNB,SHELL/BNB,SHELL,BNB,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0000001
binance:SHELL/BTC,SHELL/BTC,SHELL,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:SHELL/FDUSD,SHELL/FDUSD,SHELL,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SHELL/USDC,SHELL/USDC,SHELL,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SHELL/USDT,SHELL/USDT,SHELL,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SHIB/DOGE,SHIB/DOGE,SHIB,DOGE,spot,1,1,0.001,0.001,TRADING,1,1,0.0000001
binance:SHIB/FDUSD,SHIB/FDUSD,SHIB,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SHIB/USDC,SHIB/USDC,SHIB,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SHIB/USDT,SHIB/USDT,SHIB,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SIGN/BNB,SIGN/BNB,SIGN,BNB,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SIGN/FDUSD,SIGN/FDUSD,SIGN,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:SIGN/USDC,SIGN/USDC,SIGN,USDC,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:SIGN/USDT,SIGN/USDT,SIGN,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:SKL/BTC,SKL/BTC,SKL,BTC,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SKL/USDT,SKL/USDT,SKL,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
binance:SLF/BTC,SLF/BTC,SLF,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:SLF/USDC,SLF/USDC,SLF,USDC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SLF/USDT,SLF/USDT,SLF,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.0001
binance:SLP/ETH,SLP/ETH,SLP,ETH,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SLP/USDT,SLP/USDT,SLP,USDT,spot,1,1,0.001,0.001,TRADING,1,1,0.000001
binance:SNX/BTC,SNX/BTC,SNX,BTC,spot,1,1,0.001,0.001,TRADING,1,0.1,0.00000001
binance:SNX/USDT,SNX/USDT,SNX,USDT,spot,1,1,0.001,0.001,TRADING,1,0.1,0.001
binance:SOL/BNB,SOL/BNB,SOL,BNB,spot,1,1,0.001,0.001,TRADING,1,0.001,0.0001
binance:SOL/BTC,SOL/BTC,SOL,BTC,spot,1,1,0.001,0.001,TRADING,1,0.001,0.0000001
binance:SOL/ETH,SOL/ETH,SOL,ETH,spot,1,1,0.001,0.001,TRADING,1,0.001,0.00001
binance:SOL/FDUSD,SOL/FDUSD,SOL,FDUSD,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:SOL/TUSD,SOL/TUSD,SOL,TUSD,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:SOL/USDC,SOL/USDC,SOL,USDC,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:SOL/USDT,SOL/USDT,SOL,USDT,spot,1,1,0.001,0.001,TRADING,1,0.001,0.01
binance:SOLV/BNB,SOLV/BNB,SOLV,BNB,spot,1,1,0.001,0.001,TRADING,1,1,0.00000001
binance:SOLV/FDUSD,SOLV/FDUSD,SOLV,FDUSD,spot,1,1,0.001,0.001,TRADING,1,1,0.00001
